1,6.08,24,153.5
1,7.43,25,287.2
1,5.45,25,331.3
1,3.65,23,144.8
1,3.62,25,142.4
1,4.06,25,185.1
1,4.39,25,597.3
1,6,26,189.5
1,10.37,27,241.3
1,17.04,27,345.3
1,95.18,259,203.7
1,94.63,249,193.4
1,89.92,272,7141.9
1,88.89,237,171.7
1,81.91,256,206.5
1,52.37,257,355.8
1,41.45,241,237.3
1,40.71,251,238
1,4.21,26,166.1
1,5.94,28,1068.7
1,3.56,24,143.5
1,3.71,25,145.9
1,3.74,25,185.9
1,4.39,25,511.7
1,6.33,27,672.1
1,2.63,17,70.2
1,2.3,17,54.4
1,2.58,17,67
1,2.28,15,53.9
1,2.27,16,60.9
1,2.96,16,56.7
1,2.48,18,58.9
1,2.58,16,55.1
1,2.44,17,62.2
1,3,17,55.3
1,3.07,16,57.9
1,2.72,17,57
1,2.24,15,61.9
1,2.12,16,50.4
1,2.29,16,61.2
1,2.46,16,54.5
1,2.68,16,61.3
1,2.54,16,53.3
1,2.72,17,69.9
1,2.41,16,53.4
1,2.51,16,56.9
1,2.32,18,57.5
1,16.09,16,58.2
1,15.46,15,56.8
0,12.65,17,223.7
0,4.48,16,56.9
0,3.35,16,60.1
0,2.24,17,56.4
0,1.69,16,51.8
0,1.52,16,46.4
0,3.04,17,61.7
0,2.22,15,52
0,2.77,16,55.7
0,3.14,17,55.8
0,2.42,16,55.4
0,2.86,15,51.7
0,2.51,17,73.2
0,2.54,16,50
0,2.5,16,55.9
0,2.64,17,57.6
0,3.01,15,60
0,2.93,16,53.8
0,3.18,16,64
0,3,17,60.5
0,2.86,17,59.6
0,2.56,16,55.9
0,2.99,17,58.1
0,3.05,15,49.5
1,3.77,24,175.7
0,3.14,18,109.1
0,3.03,16,60.2
0,3.08,17,63
0,2.8,17,56.6
0,3.18,17,66.5
0,15.34,16,96.4
0,13.35,17,111
0,13.07,16,103.9
0,13.44,17,104.7
0,13.66,15,110.9
0,14.07,16,104.5
0,13.6,15,97.6
0,12.65,16,100.5
1,3.66,24,510.1
1,13.71,15,107.2
1,14.82,16,104
1,13.59,15,100.3
1,14.55,17,104.2
1,14.32,15,99.6
1,13.73,15,104.1
1,13.05,16,101.6
1,13.15,17,106.6
1,13.33,17,99
1,13.5,16,99.4
1,13.36,15,93.5
1,13.21,16,105.2
1,14.62,16,103.6
1,13.38,16,97.2
1,11.86,15,92.5
1,12.21,18,96.5
1,13.29,15,88.9
1,13.05,16,93.3
1,14.4,16,94.7
1,13.71,16,95.1
1,13.54,16,93.2
1,13.53,17,100.4
1,13.32,15,86.8
1,13.34,15,99.4
1,13.13,15,93.8
1,13.54,16,90.2
1,13.94,16,92
1,12.3,17,93.7
1,13.15,15,92.3
1,12.52,17,99.3
1,13.34,14,90.6
1,13.12,16,97.2
1,13.47,16,91.7
1,12.39,17,86.4
1,12.28,14,88.1
1,12.02,16,92.1
1,12.1,17,78.6
1,11.94,17,91.6
1,12.58,16,87.6
1,12.64,16,91.3
1,12.64,16,89.9
1,13.12,16,90.6
1,13.69,16,84.9
1,13.38,17,96.1
1,13.5,16,89.9
1,13.65,16,93.8
1,12.98,16,93.9
1,12.67,16,98
1,13.01,16,92.5
1,13.24,16,92.6
1,12.42,16,84.2
1,12.73,15,91.4
1,13.05,15,88.6
1,13.09,17,93
1,12.33,15,84.7
1,12.88,16,93.5
1,12.66,17,86.3
1,13.64,17,94.6
1,12.7,16,86.1
1,11.8,17,83.3
1,13.5,15,82.5
1,13.08,16,94
1,13.28,16,85.6
1,13.01,17,94.9
1,12.6,16,87.5
1,13.88,18,101.4
1,12.86,15,86.9
1,13.42,15,93.6
1,14.18,16,90.9
1,12.94,15,89.2
1,13.44,16,90.7
1,20.51,225,215.5
1,12.82,16,89.2
1,13.17,17,88.8
1,14.63,16,93.9
1,13.06,14,88.5
1,13.45,17,91.5
1,13.74,15,82.4
1,13.45,16,90.4
1,13.36,14,81.8
1,13.57,17,97
1,13.71,16,89.4
1,13.28,16,87.3
1,12.91,16,79
1,12.69,16,97.3
1,12.54,16,80.6
1,13.94,16,89.1
1,14.51,16,91.8
1,13.66,16,87.2
1,14.52,16,85.1
1,13.03,16,89.2
1,12.4,14,79.7
1,12.58,16,85
1,13.19,15,86.6
1,12.48,15,80.1
1,13.03,14,80.9
1,12.59,18,91.3
1,12.76,16,85.3
1,12.89,16,87.5
1,12.64,16,87.8
1,13.09,17,85.9
1,12.45,15,81.4
1,11.97,17,93.1
1,12.38,14,78.4
1,27.92,14,85.8
1,20.75,17,86.1
1,12.15,16,82
1,32.39,15,125.9
1,16.93,17,108.2
1,32.03,15,92.9
1,20.39,15,114.6
1,23.04,15,95.1
1,22.92,16,110.7
1,18.74,14,96.4
1,29.62,15,98.7
1,32.02,15,97.8
1,30.51,16,102.3
1,26.18,16,105
1,19.49,17,112.2
1,17.77,14,96.9
1,24.18,16,108.8
1,15.39,16,96.1
1,18.91,15,152.7
1,26.08,15,97.5
1,26.46,16,106.7
1,22.97,15,104.4
1,20.88,14,102.8
1,28.99,17,109.6
1,27.13,15,103.6
1,33.37,15,111.6
1,24.21,17,94
1,24.14,14,85.4
1,20.68,16,98.9
1,16.18,16,96.4
1,17.75,15,100.8
1,17.88,14,103.4
1,16.58,16,100.7
1,14.85,16,91.9
1,15.93,16,101.4
1,14.98,16,94.5
1,16.73,16,94.6
1,17.32,17,93.7
1,16.15,16,99.5
1,13.89,15,82
1,14.02,14,88.4
1,13.5,15,88.7
1,16.29,16,98.1
1,14.92,17,92.3
1,15.5,14,89.6
1,14.29,16,88.8
1,14.19,15,87.1
1,13.56,15,81
1,11.95,16,81.4
1,11.68,16,76.9
1,11.33,16,80.4
1,11.11,15,80.9
1,9.99,15,85.8
1,10.84,16,73.5
1,10.82,14,84.8
1,10.25,15,78.7
1,10.69,17,75.9
1,11.03,15,78.3
1,12.55,19,661.4
1,10.55,16,85.8
1,11.62,15,82.3
1,11.01,17,75.3
