13.47,16,91.7
12.39,17,86.4
12.28,14,88.1
12.02,16,92.1
12.1,17,78.6
11.94,17,91.6
12.58,16,87.6
12.64,16,91.3
12.64,16,89.9
13.12,16,90.6
13.69,16,84.9
13.38,17,96.1
13.5,16,89.9
13.65,16,93.8
12.98,16,93.9
12.67,16,98
13.01,16,92.5
13.24,16,92.6
12.42,16,84.2
12.73,15,91.4
13.05,15,88.6
13.09,17,93
12.33,15,84.7
12.88,16,93.5
12.66,17,86.3
13.64,17,94.6
12.7,16,86.1
11.8,17,83.3
13.5,15,82.5
13.08,16,94
13.28,16,85.6
13.01,17,94.9
12.6,16,87.5
13.88,18,101.4
12.86,15,86.9
13.42,15,93.6
14.18,16,90.9
12.94,15,89.2
13.44,16,90.7
20.51,225,215.5
12.82,16,89.2
13.17,17,88.8
14.63,16,93.9
13.06,14,88.5
13.45,17,91.5
13.74,15,82.4
13.45,16,90.4
13.36,14,81.8
13.57,17,97
13.71,16,89.4
13.28,16,87.3
12.91,16,79
12.69,16,97.3
12.54,16,80.6
13.94,16,89.1
14.51,16,91.8
13.66,16,87.2
14.52,16,85.1
13.03,16,89.2
12.4,14,79.7
12.58,16,85
13.19,15,86.6
12.48,15,80.1
13.03,14,80.9
12.59,18,91.3
12.76,16,85.3
12.89,16,87.5
12.64,16,87.8
13.09,17,85.9
12.45,15,81.4
11.97,17,93.1
12.38,14,78.4
27.92,14,85.8
20.75,17,86.1
12.15,16,82
32.39,15,125.9
16.93,17,108.2
32.03,15,92.9
20.39,15,114.6
23.04,15,95.1
22.92,16,110.7
18.74,14,96.4
29.62,15,98.7
32.02,15,97.8
30.51,16,102.3
26.18,16,105
19.49,17,112.2
17.77,14,96.9
24.18,16,108.8
15.39,16,96.1
18.91,15,152.7
26.08,15,97.5
26.46,16,106.7
22.97,15,104.4
20.88,14,102.8
28.99,17,109.6
27.13,15,103.6
33.37,15,111.6
24.21,17,94
24.14,14,85.4
20.68,16,98.9
16.18,16,96.4
17.75,15,100.8
17.88,14,103.4
16.58,16,100.7
14.85,16,91.9
15.93,16,101.4
14.98,16,94.5
16.73,16,94.6
17.32,17,93.7
16.15,16,99.5
13.89,15,82
14.02,14,88.4
13.5,15,88.7
16.29,16,98.1
14.92,17,92.3
15.5,14,89.6
14.29,16,88.8
14.19,15,87.1
13.56,15,81
11.95,16,81.4
11.68,16,76.9
11.33,16,80.4
11.11,15,80.9
9.99,15,85.8
10.84,16,73.5
10.82,14,84.8
10.25,15,78.7
10.69,17,75.9
11.03,15,78.3
12.55,19,661.4
10.55,16,85.8
11.62,15,82.3
11.01,17,75.3
11.05,17,80
11.15,16,78.9
10.53,16,81.8
11.09,15,76
10.91,17,84.4
11.28,15,78.1
10.26,16,80.5
11.47,15,78.9
11.55,16,87
10.95,15,72.2
10.76,16,81
11.09,18,79.7
11.48,16,78.2
11.23,15,78.8
10.13,17,80
11.08,16,70.7
10.64,16,79.9
18.56,201,179.3
10.69,17,80.9
10.24,16,77.6
10.6,14,74.9
10.92,17,84.8
11.5,14,74
11.88,16,80.2
11.31,17,85.8
11.48,16,79
11.31,14,75.6
11.19,17,670.6
11.04,15,72.6
11.38,17,76.4
11.29,16,81.6
10.63,15,79.5
10.85,14,72.7
11.24,17,81
11.14,15,84.5
10.51,17,73
11.18,16,78.5
10.9,17,77.3
11.14,14,72.2
9.27,17,78.7
10.79,16,69
12.18,16,76.3
10.47,16,76.6
10.76,16,80.1
10.38,14,75.3
10.28,17,87.1
10.15,16,69.9
9.66,16,73.9
9.31,16,71.1
10,17,73.7
10.65,15,68.9
9.94,16,76.9
10.41,15,73.1
11.66,16,75.3
10.75,17,76.2
11.13,16,81.5
10.54,15,69.7
10.87,17,357.2
10.08,14,75.3
10.26,17,80
10.08,16,70.2
10.5,18,132.5
10.74,15,98.3
9.93,18,85.2
10.27,17,73.2
11.56,16,82.7
10.51,17,74.1
9.11,16,76.6
9.19,17,69.9
10.21,17,75
10.46,17,78.3
10.78,17,74.9
10.01,19,73.8
10.3,19,78.3
10.26,16,70.8
9.48,17,75.1
9.59,18,73
9.59,17,71.6
10.53,17,69.7
9.44,19,81.4
8.92,17,64.7
8.79,16,79.6
8.51,18,70.6
9.08,17,69.9
9.01,17,70.4
9.32,18,76.7
9.14,16,67.1
19.53,18,258.1
11.07,18,68.5
9.36,16,74.6
8.14,16,64.6
7.97,16,68.9
8.92,17,68.7
11.74,17,71.1
10.52,17,66.8
11.37,16,76.6
9.76,18,71.6
12.19,16,75.2
13.61,16,78.7
14.84,18,94.1
13.41,16,78.7
14.93,16,89.2
15.46,16,87.7
15.83,17,90.7
14.22,15,84.7
14.33,17,84.8
14.41,16,84.4
12.93,18,84
13.92,16,82.4
14.53,18,84.4
12.44,15,84.6
14.01,19,404.9
12.98,17,89.4
12.6,16,86.1
12.4,17,76.4
10.87,17,80.4
10.39,17,77.3
11.66,17,90.3
11.3,17,74.9
11.43,18,80
12.12,18,80.8
12.67,17,87.8
12.42,18,78
11.08,18,84.8
9.76,17,71.3
10.92,18,74.3
11,18,80.5
11.98,18,80.9
11,16,71.4
12.92,17,88.8
12.24,16,82
13.03,17,86.6
11.77,18,91.3
11.77,16,78.6
12.6,15,77.7
4.94,19,77.3
4.63,18,57.6
4.28,18,65.8
4.16,18,65.8
6.9,18,69.9
13.71,16,92.1
14.58,17,101.6
15.06,16,90.6
14.82,15,96.3
12.83,17,94.9
12.21,16,92.2
13.27,17,88.4
12.77,18,102.3
13.41,16,84.2
12.63,16,91.4
17.69,197,195.3
11.82,16,92.1
11.59,17,88.6
11.23,17,86.1
12.44,16,104.2
12.03,16,83.6
12.9,16,93.4
11.95,17,87.8
12.45,17,98.2
12.4,15,88.8
12.13,16,94.5
12.74,17,94.8
12,17,87.9
11.94,16,90.5
15.65,19,100.3
11.83,16,90.4
12.38,16,95
12.66,16,91.5
11.89,17,94.2
12.82,16,97.2
12.31,17,103.4
13.34,17,90.4
10.58,17,101.8
11.8,17,89.7
11.56,16,89.4
11.7,17,90.2
12.44,18,100.3
12.09,17,90
12.96,16,127.1
12.26,17,95.2
12.18,16,104.3
12.36,16,92.7
11.59,15,98.9
15.16,16,92.8
11.87,16,99.1
12.93,17,91.6
12.67,16,103.3
12.91,16,94.3
12.5,17,105.1
12.65,17,95.2
12.02,18,111.2
12.36,16,94.4
12.55,17,94.8
12.27,18,92
12.71,16,104.1
12.49,15,90.6
12.28,17,95.6
12.84,16,97.4
13.3,16,97.6
12.33,16,93.7
12.65,16,99.3
13.16,16,95.2
12.65,17,99.8
11.74,15,90.7
11.78,18,93.7
12.73,16,101.7
15.48,15,86.5
19.57,16,93
14.7,17,109.7
15.92,15,98.1
16.38,15,102.9
15.82,15,99.3
15.9,15,105.9
17.9,16,110
15.65,17,101.1
17.01,15,102.8
16.85,16,113.4
17.77,17,103.5
17.2,14,102
16.24,16,102.8
14.71,16,97.9
13.17,15,86.1
14.91,17,95.6
13.09,16,88.9
14.43,17,88.6
12.19,16,90.8
13.95,15,97
15.25,16,83.6
19.47,16,88.9
17.92,16,84.5
15.57,16,89.3
12.35,15,85.2
11.3,16,84.8
11.84,16,80
15.52,15,91.2
11.76,17,91.6
10.99,17,83.8
17.95,16,87
13.28,17,86.7
14.86,16,92.6
14.48,16,96
21.07,17,97
17.04,16,92.3
15.78,16,92.3
13.69,16,110.4
15.47,16,94.8
14.64,15,94.2
22.51,16,101.5
16.5,15,105.7
26.38,15,108.6
28.22,15,110.2
19.49,15,126
25.14,16,105.9
18.94,17,113.4
17.58,17,108.7
17.28,15,102
26.07,15,113.7
19.89,16,108.6
18.69,16,114.7
21.59,16,128.8
21.18,16,125.1
21.73,16,115.3
20.29,16,124.7
20.32,16,116.8
22.32,16,120.7
20.33,16,122
20.21,15,116
22.36,14,118.3
19.34,17,119.6
20.3,15,105.3
21.08,16,119.6
22.21,15,125
20.15,15,117.3
21.48,16,107.6
20.5,15,118
21.6,16,109.9
20.17,16,123.3
21.37,15,114.7
21.32,16,126.6
19.05,16,111.2
18.59,15,119.5
17.73,16,130.2
15.76,16,101.9
19.3,15,101.6
16.5,17,109.3
16.91,16,104
16.47,16,105.3
17.23,18,695
14.2,15,95.9
15.97,16,93
15.98,16,109.2
17.49,16,95.9
15.03,16,101.4
15.08,15,91
17.11,16,153.8
16.16,15,94.4
14.89,15,102.7
12.39,16,84.4
16.9,191,171.6
13.11,18,106.9
12.62,16,90.6
12.55,16,94.3
12.61,16,91.4
11.94,16,94
12.45,15,88.3
11.66,15,88.8
12.15,16,90
11.85,16,90
12.29,16,86.9
12.58,17,95.6
12.78,15,90.9
12.5,15,94.6
12.42,16,83.7
12.24,16,93.4
12.42,16,83.4
12.69,16,91.7
12.65,16,92
12.26,18,690.8
11.64,14,76.3
10.98,17,86.7
14.08,15,84.7
17.71,16,88.6
14.2,16,88.6
11.57,17,90.1
16.01,15,84.6
11.67,16,88.6
12.54,16,91.3
13.09,16,92.4
13.92,15,92.6
12.49,16,97.1
13.61,16,105
14.39,17,105.5
14.32,16,96.9
14.04,16,98.8
14.23,16,93.6
13.66,15,103.2
12.6,16,88.5
13,15,96.7
12.55,17,87.1
14.37,15,97.9
14.81,15,96.5
12.97,16,99.5
13.81,16,88
13.93,16,101.9
14.01,16,92.3
12.27,15,90.2
13.7,15,90
13.21,16,96.8
12.8,14,88.9
13.66,16,94.3
13.61,15,94.6
12.8,15,93.3
14.12,14,91.2
11.79,18,140.6
12.43,15,81.3
13.06,16,96.3
12.35,15,93
14.29,16,93.5
14.06,16,96.3
15.78,16,102.1
14.36,15,94.1
13.5,16,95.4
13.72,16,96.6
13.22,17,99.8
13.23,16,88.7
26.55,27,179
28.67,24,170.7
31.22,25,196.8
32.51,23,182.7
36.4,24,190.4
36.14,24,390.5
33.96,25,132.2
34.23,23,109.8
39.66,25,189.7
40.14,25,248.1
38.81,24,806.1
37.47,23,147.9
36.25,22,1502.1
16.68,213,380.2
12.1,16,105.8
12.64,15,84
11.45,15,89.4
12.51,16,90.2
13.02,15,107.2
14.44,15,94.2
13.91,15,95.9
17.7,14,111.2
19.23,15,125.5
19.45,16,127.4
17.67,15,121.2
17.21,16,129.9
17.31,15,124.8
18.91,16,122
18.62,15,127.4
20.29,16,130.2
17.51,17,116.9
19.6,17,125.8
24.78,16,140.4
18.15,16,122.7
26.2,14,126.2
19.18,16,124.9
17.32,15,115.9
17.77,18,320.7
17.89,16,125.4
19.66,15,124.1
16.91,15,113.5
24.76,18,274.3
18.59,15,122.2
17.03,17,132.8
17.89,15,118.5
18.04,16,126.6
17.98,16,116.9
17.31,16,123.7
17.21,15,109.3
16.63,15,123
17.87,15,118
18.67,15,121.6
18.54,16,118.7
19.11,15,124.7
19.98,16,127
18.22,16,125.5
20.47,15,130.5
18.82,15,130
18.31,16,122.8
17.49,17,121.3
19.08,16,128
14.81,16,122.3
16.87,16,115.2
17.01,16,125.7
16.09,16,114.6
15.91,15,117.2
15.2,16,129.1
15.09,16,113.2
16.83,16,105.7
16.67,15,123
16.99,17,112.8
15.91,16,118
18.16,15,120.3
15.4,16,113.1
15.77,16,113.1
16.19,15,120.7
16.91,15,110.6
15.49,15,117.9
15.21,15,112.4
15.36,16,119.8
14.6,14,102.5
15.77,17,120.7
15.15,16,110.4
14.93,16,114.6
14.66,14,110.9
15.09,17,155.1
14.4,15,101.8
14.69,15,112.4
16.11,211,183.5
15.15,16,113.4
14.96,15,110.8
15.97,16,104.5
14.13,15,117.8
14.08,15,103
13.18,16,103.2
14.54,17,110.8
15.1,15,104.9
13.96,16,106
12.6,17,115.1
12.99,16,100
12.81,16,104.5
13.86,17,100
14.08,15,108.8
13.05,16,103.5
13.4,15,109.3
12.74,17,99.6
13.73,15,113.2
14.12,16,103.2
13.85,16,110.4
13.83,15,101.9
13.02,17,107.3
13.31,16,99.8
14.02,16,100.4
12.93,16,109.7
12.93,16,105.1
13.36,17,121.9
13.61,17,126.7
13.51,14,96
12.84,16,106.1
12.95,17,101.9
12.27,16,98.4
12.09,15,95.7
11.69,17,102.5
11.69,16,87.5
12.21,17,100.2
11.75,16,95.4
10.62,18,130.8
12.13,16,87
12.81,17,96.4
13.92,16,85.9
23.97,17,88.1
11.72,16,83.5
15.32,16,79.1
9.75,17,71
9.22,18,91.7
9.78,18,79.5
11.63,16,96.7
9.87,17,80.5
10.53,17,90.9
15.51,16,91
17.58,17,98.7
12.73,16,84.9
14.35,14,87.2
16.05,16,96.5
18.09,16,116.9
18.49,15,98.5
20.23,16,114.3
18.53,16,109.2
19.47,16,115.5
20.05,15,104.6
19.14,16,110.6
17.65,16,103.8
19.01,17,113.3
17.91,15,103.6
18.66,16,105.3
17.85,17,104.7
20.57,16,108.9
17.97,15,97.4
17.33,15,99.1
16.74,15,100.9
16.81,16,99
18.79,15,98.4
16.86,16,105
15.26,17,115.8
15.1,16,99.1
17.81,16,99.7
15.93,14,99.5
17.03,15,104.4
16.29,16,102.1
18.6,15,102.3
17.04,15,115.9
18.07,15,103.4
16.94,16,107.3
18.56,15,106.7
17.32,16,105.5
16.65,15,100.9
14.74,16,102.8
16.48,16,109.6
13.79,16,99.4
15.23,16,98.9
17.58,17,102.6
16.55,15,102.5
16.05,15,105.5
15.54,221,186.5
18.99,15,104.8
17.02,16,108.3
17.69,16,106.5
14.98,16,101.2
17.87,16,101.4
16.8,16,108.6
15.95,15,90.9
17.74,16,110.8
17.4,16,103
18.06,15,104
18.76,15,103
16.7,15,102.6
17.16,16,99.7
18.68,16,109.6
18.62,15,102
17.24,16,108.1
17.36,16,103.6
18.93,16,108.8
17.35,15,98.2
16.62,18,107.9
18.81,16,103.4
18.78,16,105.8
17.79,15,98.2
18.82,15,121.6
18.07,16,99.4
16.54,15,102.4
17.57,16,107.8
15.89,15,103.8
15.45,15,131
15.81,17,107.2
16.2,19,691.4
14.13,17,97.9
15.59,16,107.3
16.6,15,100.7
12.48,16,87.1
13.9,15,98.3
12.97,16,88.5
15.56,15,96.6
15.1,17,106
14.41,17,94.5
15.41,17,93
15.81,16,112.9
17.58,14,98.4
16.81,15,102.5
15.97,17,105.2
16.28,17,108.9
16.82,15,99.6
14.51,16,100.8
12.9,14,84.1
13.76,15,96.2
16.29,16,109.3
17.95,16,111.2
17.31,16,106
19.65,16,130.6
15.08,206,173.7
19.16,15,112.9
20.48,15,117.5
20.52,17,125.2
23.41,16,118.4
20.62,16,117.7
21.16,18,737.1
20.26,15,121.6
20.84,16,124.4
23.45,15,121.7
19.47,16,119.6
20.06,16,114.3
20.19,17,124.4
21.25,16,118.1
19.74,16,116.1
20.73,15,112.6
20.91,16,122.2
20.95,14,109.2
17.9,15,107.1
16.25,16,103.5
15.41,16,102.8
14.94,16,101.5
16.61,17,107.3
14.22,15,112.1
13.29,17,103.7
15.38,16,100.9
15.03,16,100.6
14.91,15,95.7
14.98,17,103.6
15.43,16,101.1
14.77,16,103.4
15.85,16,102.5
16.28,17,157.8
15.14,16,97.4
15.21,15,111.5
17.09,16,106.9
16.64,15,108.1
20.39,16,111.9
20.44,16,104.9
18,17,108.5
17.98,15,105.5
18.19,17,109.2
15.72,15,113.5
16.64,15,103.2
17.23,17,112.5
16.08,17,99
14.56,15,101.7
17.16,16,104.2
17.82,15,108.9
19.13,15,103.6
18.39,17,112.3
17.68,17,104.9
19.36,16,108
17.75,18,109.5
18.74,14,107.1
18.04,16,100.2
17.08,16,111.9
18.11,15,104.4
18,16,108.2
16.79,16,107.9
17.41,15,114.6
17.97,15,102.8
18.96,16,111.9
18.13,16,103.8
18.01,15,109.9
18.22,16,109
29.33,16,297.7
17.28,16,99.7
15.96,17,96.8
16.76,15,97.4
16.27,16,100.8
17.17,16,122.6
18.64,16,103.4
18.12,15,95.7
17.36,16,109.4
18.98,16,107.9
18.94,16,119.1
17.04,15,101.4
15.52,17,112.3
16.47,15,90.7
15.54,16,387.4
13.65,16,96.1
12.24,18,81.7
11.32,16,82.1
15.33,16,100.7
15.56,17,103.5
12.78,18,83.9
16.98,17,107.9
16.72,15,98.4
15.81,15,98.9
15.54,18,267
16.07,16,98.4
16.15,17,100.2
19.56,15,106.2
20.35,15,103
40.43,18,93.9
28.86,16,107.3
17.05,14,98.2
26.94,16,101.6
15.21,17,102.6
16.91,16,107.9
22.85,15,107.8
17.39,17,102.6
18.58,15,90.7
20.23,15,97.2
23.62,17,97.1
23,15,94.6
15.26,15,92.7
14.16,16,99.9
14.78,17,94.2
13.9,17,97.4
13.87,17,92.2
13.63,16,99.7
14.56,15,95.8
14.49,16,110.2
14.22,210,177.9
15.41,14,97.1
15.46,16,95.6
15.67,16,101.9
14.43,16,105
19.98,17,108.6
24.69,15,92.8
13.9,15,92.3
14.26,15,92.9
13.37,16,88.1
15.04,15,103.7
24.45,15,89.5
20.77,14,99.7
14.82,15,95.9
15.69,14,98.3
16.39,14,97.2
16.1,17,107.7
15.66,13,91.1
14.88,17,102.3
14.25,14,93.8
15.2,14,97.9
11.64,16,86.4
12.8,15,97.3
11.57,15,79.9
8.96,15,78.6
10.19,15,74.7
9.25,16,74
14.13,218,179.8
10.64,15,77
13.1,15,91.9
13.49,15,88.4
14.12,190,170.9
13.77,15,93.6
13.16,14,101.8
13.69,15,94.5
13.08,15,86.6
12.25,14,87.8
13.48,15,84.5
12.05,16,94.7
13.21,15,82.2
12.3,15,87.2
12.85,15,83.2
12.94,16,84.9
12.22,14,96.3
12.09,16,85.1
11.75,13,80.7
11.68,16,87.4
13.17,15,80.2
13.28,14,82.7
13.98,14,80.8
11.87,15,88.4
12.15,13,77.3
11.65,16,83.7
11.19,14,77.4
12.86,15,78
12.07,15,87.2
10.85,16,95.5
10.91,15,70.4
11.51,16,80
10.07,16,73.2
10.87,16,79.1
11.35,16,79
13.82,184,173.6
10.17,15,130.8
10.87,15,75.5
10.76,17,81.6
14.89,15,93.8
13.66,16,97.1
13.71,15,92.1
12.97,15,90.6
13.49,16,84.5
14.1,16,98.8
14.61,15,93.5
18.69,16,88.7
13.31,15,93.3
13.48,17,104.4
14.09,15,87.1
14.43,15,95.1
12.48,15,82.1
13.59,16,93
12.41,16,89.5
13.36,15,86.8
14.42,14,84.6
14.99,15,101.5
15.92,16,98.8
13.68,206,174.2
14.98,15,97.9
16.3,15,91.5
15.07,15,105.2
16.06,15,97.9
19.65,15,106
18.52,15,108.7
17.56,16,101.6
23.76,13,97.1
23.66,16,108.8
16.64,14,96.8
16.84,16,98.9
18.27,14,101.6
13.56,201,170
17.28,16,104.6
17.3,14,97.6
18.94,16,112.9
18,14,103.4
22.41,15,107.8
18.34,14,107
18.04,15,107.6
18.39,15,112.7
21.62,16,110.7
19.28,14,96.9
26.5,16,97.1
17.79,14,108.2
17.51,15,100.6
20.65,13,93.4
19.83,15,119
24.37,14,92
21.43,16,102.9
18.16,15,103.4
13.57,15,89.5
16.22,14,93.9
16.3,16,98.8
13.43,204,225.8
16.71,15,98.3
13.94,15,89.3
14.57,14,93.8
14.5,16,95.3
15.33,14,92.4
16.12,14,101.2
14.11,16,94.7
14.75,16,98.1
13.78,15,93.5
14.6,15,98.3
15.2,14,90.1
14.81,16,101.3
14.66,15,92.6
14.29,15,85.9
14.03,15,92.2
12.38,16,91.7
13.82,15,87.8
11.71,16,89.2
12,15,83.5
12.79,16,93.6
13.31,193,176.1
13.12,14,86.4
12.51,15,95
12.15,15,80.6
12.45,15,90.4
12.59,15,88.4
11.99,16,86.9
13.29,198,535.5
12.56,16,82.5
12.56,16,88.4
13.86,13,86.2
12.42,15,99.4
12.56,16,89.6
12.54,15,83.6
12.88,16,90.2
12.54,16,95.8
13.53,15,102.6
12.78,16,86.8
13.74,19,637.7
12.09,15,121.4
12.58,15,85.1
13.34,16,86.8
11.99,15,84.2
13.18,184,167.6
11.77,16,84.1
12.31,15,83.2
13.42,17,89.2
11.76,17,83.5
12.37,15,87.7
12.24,16,84.2
12.8,15,96.9
12.86,16,85
12.01,16,90.8
12.45,16,85.6
12.82,17,93
12.5,15,89.1
12.47,16,86.4
11.64,16,84.3
12.28,16,91.4
13.64,15,87.6
12.92,14,91.2
12.82,14,86.5
12.2,14,91.8
12.56,14,85.3
13.99,17,95.3
13.76,16,88.6
13.76,15,88.9
13.61,15,93.7
13.72,17,693.9
14.29,16,122.4
12.81,14,90.9
13.54,15,86.8
13.11,15,92.4
13.16,16,87.8
15.19,15,87.8
13.42,16,86.5
12.54,16,88.5
13,16,89.8
13.31,15,88.1
14.3,15,84
11.25,17,89.6
12.87,14,81.5
12.94,15,93.6
13.16,15,87
12.92,15,90
12.83,16,90.1
12.86,18,98.6
13.8,16,84.5
11.56,15,88.7
12.16,17,86.4
13.33,15,87
13.29,15,78.5
13.61,16,91.3
17.18,13,81.3
18.06,15,86.6
17.59,16,87.6
16.71,15,87.3
14.42,15,84.8
13.93,15,92.2
15.36,14,87.6
15.89,17,90.6
16.16,16,133.5
16.22,15,121.9
16.22,16,103.7
16.5,17,108
17.16,15,87.4
17.59,15,99.9
16.18,17,96.1
16.54,16,99.1
18.49,15,94.6
17.45,16,100.8
17.08,16,94.8
15.89,15,92.8
16.61,17,94
14.89,16,96.1
18.29,15,153.1
13.9,14,87
16.77,16,95.2
16.22,16,100.8
18.75,17,121.2
18.78,16,144.8
20.18,16,162.9
19.97,16,134.2
13.84,15,88.8
12.37,16,71.7
11.68,15,68.7
11.91,15,76.8
10.61,14,66.3
21.23,18,229.2
12.17,17,71.9
11.7,15,73.2
10.71,17,65.4
11.56,18,77.7
12.25,16,68.4
11.94,18,70.7
10.18,17,68.4
11.18,18,69.6
12.97,17,70.4
11.66,15,75.3
11.95,17,69.5
11.53,18,79.8
11.46,17,120.2
11.67,18,73
11.61,16,68.7
11.78,18,73.3
12.12,17,71.9
12.69,16,72.8
12.4,18,76.4
11.1,16,76.1
11.06,17,69.5
11.85,18,72.4
11.23,15,69.4
10.16,18,231.7
12.07,17,72.6
12.88,16,76.3
12.44,18,73.3
11.26,17,76.7
12.56,16,72.7
12.58,18,84.1
12.22,16,65.9
9.71,17,72.5
11.2,16,70
11.71,17,71.8
10.51,16,72.6
10.69,18,80.4
10.94,16,65.1
10.65,17,75
10.55,16,66.2
10.85,16,71.5
10.34,16,70.7
10.99,17,72.5
11.68,15,68.5
10.24,18,76.7
9.92,18,71.4
8.37,17,67.9
10.1,18,71.2
9.88,20,88.8
9.51,16,63.8
10.13,18,76.2
12.38,185,162.5
10.85,16,73.5
22.83,16,73.2
8.95,15,67.2
10.07,15,75.2
9,16,63.9
9.97,17,71.3
8.82,17,71.9
8.59,16,69.7
9.35,15,65
7.54,16,76.1
10.41,15,61.9
7.41,17,68.2
9.12,16,72.5
9.59,15,72.6
8.52,16,63.7
7.97,16,79.1
7.24,15,63.7
9.59,17,68.5
8.83,17,70.8
10.89,16,71.2
11.56,14,67.7
10.8,15,79.8
10.46,15,66.4
11.67,16,75.9
13.68,15,79.9
11.73,16,83.5
13.76,15,76.9
13.67,15,84.9
11.94,16,74.3
9.64,15,72.5
10.57,14,77.5
9.81,16,73.2
10.5,14,72.4
10.58,16,83.8
11.47,15,72.6
10.52,16,74.7
11.82,15,74.3
11.12,16,95.4
9.66,16,68
12.19,192,172.3
9.98,15,76.8
10.3,15,72.9
9.82,16,75
10.72,15,72.6
11.09,16,81.8
11.43,16,73.2
10.09,14,77.9
11.22,14,76.5
10.22,15,74.3
12.55,15,81.6
9.94,16,79.4
9.81,15,72.5
9.86,18,92.7
12.35,14,77.3
11.81,15,75.9
13.17,14,77.7
11.28,16,83.7
10.76,15,74.8
12.14,183,160
11.59,16,81.4
12.85,14,82.1
11.25,15,81.9
11.99,16,78.7
10.38,17,83.8
8.11,15,66.7
8.5,16,71.8
7.83,16,69.6
7.52,15,69
7.94,15,67.1
7.89,17,73.8
7.01,15,65.3
7.89,16,83.5
7.23,15,66.8
8.15,14,69.5
7.42,15,70.1
8.07,15,76.6
7.21,16,65.8
7.72,15,69.2
18.77,14,73.2
11.64,14,77.8
12.11,15,77.8
12.96,16,83.3
12.48,15,80.5
12.23,15,82.8
12.02,191,170.6
10.68,15,73.3
11.92,15,85.1
12.96,15,78.1
12.01,189,160.6
12.52,14,83.5
11.61,14,78.4
11.81,15,90.3
12.97,15,75.8
13.84,14,85.2
11.98,16,74.3
11.92,15,80.1
11.66,14,78.6
12.02,14,82.2
14.46,15,79.2
10.3,15,81.2
9.95,15,74.6
8.67,16,80.1
8.44,15,76.1
5.96,14,70.7
8.81,15,67.1
7.18,16,78.2
9.82,14,72.2
11.07,14,78.9
13.72,14,83.1
27.93,28,696
10.55,16,89.6
10.68,12,72.2
19.6,13,84.6
9.71,14,77.8
14.38,14,85
14.44,14,80.3
10.43,13,82.6
10.33,15,78.6
14.15,14,84.3
10.23,14,75.5
9.18,14,78.3
10.69,14,75.6
9.36,17,79.5
10.38,17,79.3
20.1,16,80.3
11.6,14,82.8
12.91,16,86.5
11.42,16,79.6
12.62,15,95.5
12.2,16,109.8
13.03,14,86.6
13.01,17,84.6
12.86,15,83.1
13.07,15,80.3
10.23,17,87.3
12.36,15,75.6
10.9,16,81.3
12.13,17,82.8
11.47,14,86.9
12.87,14,80.2
12.43,16,89.4
11.41,16,79.8
11.72,18,84.5
9.89,18,71.6
9.39,17,72.8
10.13,17,67.1
9.94,16,83.2
8.54,15,66
10.66,18,70.8
10.95,17,73.2
10.26,17,77.8
10.41,17,71
10.33,16,78
11.68,17,67.6
9.72,17,73.3
11.85,20,663.9
11.74,195,2595.4
9.99,18,72.4
10.12,15,67.2
11.73,185,165.7
10.81,17,73.2
10.5,16,72.2
10.55,17,72.5
9.73,18,68.8
11.13,17,81.7
10.93,17,72.8
13.93,17,92.5
11.72,17,86.1
12.64,15,86.3
